Time,True_Angle,Measured_Angle,Control_Signal
26.182000000000002,0.8907255219818206,0.8947413646195249,-1.0
26.183,0.8910749892459622,0.881085552714504,-1.0
26.184,0.8914144215633774,0.9178373328583673,-1.0
26.185000000000002,0.8917438199375608,0.8001940434522969,-1.0
26.186,0.8920631853719068,0.8849118418398073,-1.0
26.187,0.8923725188697094,0.891797947210189,-1.0
26.188,0.8926718214341621,0.85719288436416,-1.0
26.189,0.8929610940683584,0.8410083849064742,-1.0
26.19,0.8932403377752913,0.8101420761788289,-1.0
26.191,0.8935095535578536,0.8463058475858426,-1.0
26.192,0.8937687424188375,0.9882457382697801,-1.0
26.193,0.8940179053609354,0.9342707618414384,-1.0
26.194,0.8942570433867391,0.8543705705321963,-1.0
26.195,0.8944861574987402,0.8128779977567958,-1.0
26.196,0.89470524869933,0.9372294681885893,-1.0
26.197,0.8949143179907998,0.9474877198500407,-1.0
26.198,0.8951133663753404,0.890082372914745,-1.0
26.199,0.8953023948550427,0.8742528839067818,-1.0
26.2,0.8954814044318969,0.931093607101433,-1.0
26.201,0.8956503961077935,0.8750355397416189,-1.0
26.202,0.8958093708845225,0.883046441855539,-1.0
26.203,0.8959583297637738,0.8873305217795239,-1.0
26.204,0.8960972737471371,0.9083746108897203,-1.0
26.205000000000002,0.8962262038361021,0.8144868687472449,-1.0
26.206,0.8963451210320582,0.9113144582744098,-1.0
26.207,0.8964540263362948,0.858078265333432,-1.0
26.208000000000002,0.8965529207500009,0.8091661000793986,-1.0
26.209,0.8966418052742656,0.9632752038387966,-1.0
26.21,0.896720680910078,0.8826674575822426,-1.0
26.211000000000002,0.8967895486583267,0.890178514975538,-1.0
26.212,0.8968484095198006,0.8894197549277757,-1.0
26.213,0.8968972644951884,0.905397166408106,-1.0
26.214000000000002,0.8969361145850786,0.8985736657904535,-1.0
26.215,0.8969649607899598,0.9708190693039902,-1.0
26.216,0.8969838041102205,0.8629972578158696,-1.0
26.217000000000002,0.8969926455461492,0.9022392700790328,-1.0
26.218,0.8969914860979343,0.923620747314173,-1.0
26.219,0.8969803267656643,0.8931620540799402,-1.0
26.22,0.8969591685493274,0.8623164950602801,-1.0
26.221,0.8969280124488123,0.8627290872187448,-1.0
26.222,0.8968868594639071,0.8750732474029339,-1.0
26.223,0.8968357105943005,0.9068169761037922,-1.0
26.224,0.8967745668395808,0.9925243344447141,-1.0
26.225,0.8967034291992366,0.8427580437881838,-1.0
26.226,0.8966222986726564,0.9836501901374801,-1.0
26.227,0.8965311762591289,0.9454679123045222,-1.0
26.228,0.8964300629578428,0.9237855738207705,-1.0
26.229,0.8963189597678868,0.9057797720734809,-1.0
26.23,0.8961978676882497,0.9333561814780025,-1.0
26.231,0.8960667877178207,0.9336579392188398,-1.0
26.232,0.8959257208553886,0.9684561880183058,-1.0
26.233,0.8957746680996428,0.9031868614253684,-1.0
26.234,0.8956136304491725,0.8915421099367263,-1.0
26.235,0.8954426089024673,0.8726016895257175,-1.0
26.236,0.8952616044579168,0.9908167465351292,-1.0
26.237000000000002,0.8950706181138107,0.8312008755640553,-1.0
26.238,0.894869650868339,0.9056524043010292,-1.0
26.239,0.8946587037195919,0.842428142542468,-1.0
26.240000000000002,0.8944377776655597,0.9411964956435862,-1.0
26.241,0.8942068737041329,0.8986174066425161,-1.0
26.242,0.8939659928331022,0.8984306038812035,-1.0
26.243000000000002,0.8937151360501586,0.8763546082509053,-1.0
26.244,0.8934543043528933,0.8454731132821565,-1.0
26.245,0.8931834987387978,0.858894969675931,-1.0
26.246000000000002,0.8929027202052636,0.9613455237203476,-1.0
26.247,0.8926119697495828,0.8711318266882009,-1.0
26.248,0.8923112483689476,0.9077829283540312,-1.0
26.249,0.8920005570604504,0.8307536107129232,-1.0
26.25,0.8916798968210842,0.8703670799836115,-1.0
26.251,0.8913492686477418,0.9363372194922226,-1.0
26.252,0.8910086735372167,0.8390883093945039,-1.0
26.253,0.8906581124862027,0.9074398592449759,-1.0
26.254,0.8902975864912939,0.982818281211465,-1.0
26.255,0.8899270965489845,0.8995186220374528,-1.0
26.256,0.8895466436556694,0.8848132074818641,-1.0
26.257,0.8891562288076436,0.9186155581441109,-1.0
26.258,0.8887558530011025,0.8712862021383618,-1.0
26.259,0.8883455172321422,0.854576875965968,-1.0
26.26,0.8879252224967586,0.7863848698220994,-1.0
26.261,0.8874949697908487,0.8366327847031664,-1.0
26.262,0.8870547601102095,1.0019526750625714,-1.0
26.263,0.8866045944505382,0.8347625816481912,-1.0
26.264,0.8861444738074329,0.8977709932886142,-1.0
26.265,0.8856743991763919,0.8375159008642958,-1.0
26.266000000000002,0.885194371552814,0.9217592593761672,-1.0
26.267,0.8847043919319985,0.8639648965044687,-1.0
26.268,0.884204461309145,0.8646203510914389,-1.0
26.269000000000002,0.8836945806793538,0.9180253327466593,-1.0
26.27,0.8831747510376257,0.8507387425345161,-1.0
26.271,0.8826449733788616,0.8750739307819962,-1.0
26.272000000000002,0.8821052486978634,0.8465144043645657,-1.0
26.273,0.8815555779893334,0.8803271522865866,-1.0
26.274,0.8809959622478741,0.9043337703433338,-1.0
26.275000000000002,0.8804264024679891,0.891782795472026,-1.0
26.276,0.879846899644082,0.8699950907993206,-1.0
26.277,0.8792574547704574,0.8849194875109148,-1.0
26.278000000000002,0.87865806884132,0.8224261262598394,-1.0
26.279,0.8780487428507756,0.8614973359529614,-1.0
26.28,0.8774294777928303,0.8559129205399789,-1.0
26.281,0.8768002746613908,0.7885365744077676,-1.0
26.282,0.8761611344502643,0.860163708453053,-1.0
26.283,0.875512058153159,0.7906005869363331,-1.0
26.284,0.8748530467636835,0.9377280237463175,-1.0
26.285,0.8741841012753468,0.8983323001344585,-1.0
26.286,0.8735052226815591,0.9305122720885053,-1.0
26.287,0.8728164119756306,0.8872608341938157,-1.0
26.288,0.8721176701507728,0.8368861450270629,-1.0
26.289,0.8714089982000974,0.8902590955844436,-1.0
26.29,0.8706903971166171,0.8830104043273833,-1.0
26.291,0.8699618678932451,0.8555408515674598,-1.0
26.292,0.8692234115227956,0.8290413748804231,-1.0
26.293,0.868475028997983,0.8921529492006474,-1.0
26.294,0.867716721311423,0.8576349139224411,-1.0
26.295,0.8669484894556315,0.8882348787467634,-1.0
26.296,0.8661703344230257,0.8071980551401384,-1.0
26.297,0.8653822572059231,0.781044014544027,-1.0
26.298000000000002,0.8645842587965422,0.8392344858612484,-1.0
26.299,0.8637763401870023,0.8526102570859668,-1.0
26.3,0.8629585023693234,0.8486232190937838,-1.0
26.301000000000002,0.8621307463354262,0.7967177645083063,-1.0
26.302,0.8612930730771324,0.7523938903533307,-1.0
26.303,0.8604454835861645,0.9678630931559452,-1.0
26.304000000000002,0.8595879788541456,0.8350871863334288,-1.0
26.305,0.8587205598726,0.9428100131772745,-1.0
26.306,0.8578432276329525,0.8940063124683073,-1.0
26.307000000000002,0.856955983126529,0.8120889341966442,-1.0
26.308,0.8560588273445561,0.8792133651152142,-1.0
26.309,0.8551517612781614,0.853646832303705,-1.0
26.310000000000002,0.8542347859183733,0.8981108277843847,-1.0
26.311,0.8533079022561212,0.8887714867381818,-1.0
26.312,0.8523711112822353,0.9011325144420114,-1.0
26.313,0.8514244139874468,0.7338877712502719,-1.0
26.314,0.8504678113623878,0.9296746531749575,-1.0
26.315,0.8495013043975913,0.8633174341900726,-1.0
26.316,0.8485248940834913,0.8446225487315498,-1.0
26.317,0.8475385814104227,0.9038068683503889,-1.0
26.318,0.8465423673686214,0.8098805288863932,-1.0
26.319,0.8455362529482243,0.8553433802676664,-1.0
26.32,0.8445202391392692,0.8756651350153043,-1.0
26.321,0.843494326931695,0.7797362237973569,-1.0
26.322,0.8424585173153416,0.7724665025143418,-1.0
26.323,0.8414128112799498,0.8378373608494587,-1.0
26.324,0.8403572098151616,0.838038689278117,-1.0
26.325,0.8392917139105198,0.8831684553674296,-1.0
26.326,0.8382163245554685,0.8249701123284151,-1.0
26.327,0.8371310427393527,0.8069802205375497,-1.0
26.328,0.8360358694514185,0.815190200566714,-1.0
26.329,0.8349308056808131,0.8285044513233393,-1.0
26.330000000000002,0.8338158524165847,0.7579005007621425,-1.0
26.331,0.8326910106476828,0.7675967966171168,-1.0
26.332,0.8315562813629578,0.7528668182817086,-1.0
