Time,True_Angle,Measured_Angle,Control_Signal
0.0,0.7853881633974483,0.7993969159674061,-1.0
0.001,0.7853681643974483,0.7938301601357882,-1.0
0.002,0.7853381673973483,0.7061313543563182,-1.0
0.003,0.7852981733969483,0.8551161611316743,-1.0
0.004,0.7852481833959484,0.7603795534365942,-1.0
0.005,0.7851881983939485,0.8417864633413036,-1.0
0.006,0.7851182193904488,0.8268293043235856,-1.0
0.007,0.7850382473848495,0.7919101794714841,-1.0
0.008,0.7849482833764507,0.699393312262367,-1.0
0.009000000000000001,0.7848483283644528,0.7084790331948708,-1.0
0.01,0.7847452299913278,0.7361445925458031,-0.31533566283512715
0.011,0.7846389885714117,0.8250414232167556,-0.31533566283512715
0.012,0.7845296044190092,0.7838393785517419,-0.31533566283512715
0.013000000000000001,0.7844170778483937,0.7972566062323314,-0.31533566283512715
0.014,0.7843014091738068,0.840376559396078,-0.31533566283512715
0.015,0.7841825987094591,0.6571475401177824,-0.31533566283512715
0.016,0.7840606467695294,0.7678668401683164,-0.31533566283512715
0.017,0.7839355536681654,0.8333803959425813,-0.31533566283512715
0.018000000000000002,0.7838073197194831,0.7604936257678915,-0.31533566283512715
0.019,0.7836759452375675,0.7348378033257332,-0.31533566283512715
0.02,0.7835386047559196,0.7961422056739564,-0.5979137180320993
0.021,0.7833952988711397,0.8078053198641856,-0.5979137180320993
0.022,0.7832460281797679,0.7634825725180178,-0.5979137180320993
0.023,0.7830907932782848,0.6592953315569734,-0.5979137180320993
0.024,0.7829295947631116,0.7229496667099163,-0.5979137180320993
0.025,0.7827624332306097,0.7767449816420632,-0.5979137180320993
0.026000000000000002,0.7825893092770806,0.7220203110075487,-0.5979137180320993
0.027,0.7824102234987665,0.7371114783706614,-0.5979137180320993
0.028,0.78222517649185,0.8641564078714989,-0.5979137180320993
0.029,0.7820341688524538,0.8179476100428869,-0.5979137180320993
0.03,0.7818376470260064,0.8251144280969247,-0.5533287815183198
0.031,0.7816356115639265,0.8545768240564504,-0.5533287815183198
0.032,0.7814280630175775,0.7880552503403012,-0.5533287815183198
0.033,0.781215001938268,0.8259157987256539,-0.5533287815183198
0.034,0.7809964288772513,0.8332757973642515,-0.5533287815183198
0.035,0.7807723443857255,0.7418076138176768,-0.5533287815183198
0.036000000000000004,0.7805427490148337,0.7902402977329132,-0.5533287815183198
0.037,0.7803076433156637,0.7665556797214391,-0.5533287815183198
0.038,0.7800670278392485,0.7718902583159664,-0.5533287815183198
0.039,0.7798209031365658,0.8258404493181544,-0.5533287815183198
0.04,0.7795692755982648,0.8471435657215741,-0.5527448088530438
0.041,0.7793121457746292,0.7984799819660582,-0.5527448088530438
0.042,0.7790495142158873,0.8379625378012348,-0.5527448088530438
0.043000000000000003,0.7787813814722128,0.8285699287103021,-0.5527448088530438
0.044,0.778507748093724,0.8013886942784583,-0.5527448088530438
0.045,0.7782286146304846,0.7577970442230748,-0.5527448088530438
0.046,0.7779439816325031,0.7557388524557124,-0.5527448088530438
0.047,0.7776538496497328,0.7192059723938508,-0.5527448088530438
0.048,0.7773582192320723,0.8041899483967366,-0.5527448088530438
0.049,0.7770570909293649,0.7195542089707024,-0.5527448088530438
0.05,0.7767503612156121,0.8680585842271855,-0.5631523875767573
0.051000000000000004,0.776438030650955,0.751549766967727,-0.5631523875767573
0.052000000000000005,0.7761200997954785,0.7679316755733697,-0.5631523875767573
0.053,0.7757965692092117,0.7521301913097034,-0.5631523875767573
0.054,0.7754674394521278,0.7237546505397153,-0.5631523875767573
0.055,0.7751327110841438,0.7168702113337838,-0.5631523875767573
0.056,0.7747923846651209,0.7341829934245543,-0.5631523875767573
0.057,0.7744464607548641,0.7141995598990744,-0.5631523875767573
0.058,0.7740949399131226,0.8483312171010191,-0.5631523875767573
0.059000000000000004,0.7737378226995895,0.7732740415037425,-0.5631523875767573
0.06,0.773379089790397,0.731037539515772,-0.165140738069811
0.061,0.7730187413471148,0.7883115814640875,-0.165140738069811
0.062,0.7726567775312962,0.7426241839284748,-0.165140738069811
0.063,0.7722931985044785,0.7811475930126213,-0.165140738069811
0.064,0.7719280044281828,0.8004910573412332,-0.165140738069811
0.065,0.771561195463914,0.7698025039769625,-0.165140738069811
0.066,0.7711927717731609,0.7779059741799993,-0.165140738069811
0.067,0.7708227335173963,0.7218968794613452,-0.165140738069811
0.068,0.7704510808580765,0.7977758096043785,-0.165140738069811
0.069,0.7700778139566419,0.8022515252722063,-0.165140738069811
0.07,0.7696985402614269,0.7945566794755247,-0.6044120470559425
0.07100000000000001,0.7693132603731109,0.8099295188686627,-0.6044120470559425
0.07200000000000001,0.7689219748923131,0.7544641747634571,-0.6044120470559425
0.073,0.7685246844195929,0.7972513543949221,-0.6044120470559425
0.074,0.7681213895554494,0.7398185365719413,-0.6044120470559425
0.075,0.7677120909003218,0.8200845308430762,-0.6044120470559425
0.076,0.7672967890545891,0.7131979560912269,-0.6044120470559425
0.077,0.7668754846185704,0.7411647973278871,-0.6044120470559425
0.078,0.7664481781925246,0.8276491802313009,-0.6044120470559425
0.079,0.7660148703766511,0.8555514867774258,-0.6044120470559425
0.08,0.765577032553549,0.7868187379309828,-0.4573338009944214
0.081,0.7651346651762194,0.7543796554146903,-0.4573338009944214
0.082,0.7646877686976176,0.7522903662579725,-0.4573338009944214
0.083,0.7642363435706536,0.8339088588459836,-0.4573338009944214
0.084,0.7637803902481924,0.7365486082013285,-0.4573338009944214
0.085,0.7633199091830536,0.7939964126939637,-0.4573338009944214
0.08600000000000001,0.7628549008280113,0.7649037049701316,-0.4573338009944214
